Title,Citation,Conference,Publisher,Journal,Date,Authors,AuthorDCU
A Novel Pipeline for Domain Detection and Selecting In-domain Sentences in Machine Translation Systems,Unknown,The 31st Meeting of Computational Linguistics in The Netherlands (CLIN 31),Unknown,Unknown,2021,"Javad Pourmostafa Roshan Sharami, Dimitar Shterionov, Pieter Spronck",Dimitar Shterionov
SignON: Bridging the gap between Sign and Spoken Languages,Unknown,Unknown,Unknown,Unknown,2021,"H Saggion, D Shterionov, G Labaka, T Van de Cruys, V Vandeghinste, KU Leuven, J Blat",Dimitar Shterionov
"Proceedings of Machine Translation Summit XVII: Translator, Project and User Tracks",Unknown,"Proceedings of Machine Translation Summit XVII: Translator, Project and User Tracks",Unknown,Unknown,2019,"Mikel L Forcada, Andy Way, John Tinsley, Dimitar Shterionov, Celia Rico, Federico Gaspari",Dimitar Shterionov
Proceedings of the Second Workshop on Multilingualism at the Intersection of Knowledge Bases and Machine Translation,Unknown,Proceedings of the Second Workshop on Multilingualism at the Intersection of Knowledge Bases and Machine Translation,Unknown,Unknown,2019,"Mihael Arcan, Marco Turchi, Jinhua Du, Dimitar Shterionov, Daniel Torregrosa",Dimitar Shterionov
"Proceedings of Machine Translation Summit XVII Volume 2: Translator, Project and User Tracks",Unknown,"Proceedings of Machine Translation Summit XVII Volume 2: Translator, Project and User Tracks",Unknown,Unknown,2019,"Mikel L Forcada, Andy Way, John Tinsley, Dimitar Shterionov, Celia Rico, Federico Gaspari",Dimitar Shterionov
ABI Neural Ensemble Model for Gender Prediction.,Unknown,GxG@ CLIN,Unknown,Unknown,2019,"Eva Vanmassenhove, Amit Moryossef, Alberto Poncelas, Andy Way, Dimitar Sht",Dimitar Shterionov
Divide and Conquer Strategy for Large Data MT,Unknown,"12th Conference of the Association for Machine Translation in the Americas, AMTA 2016",Association for Machine Translation in the Americas,Unknown,2016,Dimitar Shterionov,Dimitar Shterionov
Design and Development of Probabilistic Inference Pipelines,Unknown,Unknown,Unknown,Unknown,2015,Dimitar Shterionov,Dimitar Shterionov
Implementation and Performance of Probabilistic Inference Pipelines: Data and Results,Unknown,Unknown,"Department of Computer Science, KU Leuven; Leuven, Belgium",CW Reports,2015,"Dimitar Shterionov, Gerda Janssens",Dimitar Shterionov
inference. Under consideration for publication in Theory and Practice of Logic Programming 1 Pattern-Based Compaction for ProbLog Inference,Unknown,Unknown,Unknown,Unknown,2003,"Dimitar Shterionov, Theofrastos Mantadelis, Gerda Janssens, Dimitar Shterionov, Theofrastos Mantadelis, Gerda Janssens, Dimitar Shterionov, Theofrastos Mantadelis, Gerda Janssens",Dimitar Shterionov
Appendix to Compacting Boolean Formulae for Inference in Probabilistic Logic Programming,Unknown,Unknown,Unknown,Unknown,Unknown,"Theofrastos Mantadelis, Dimitar Shterionov, Gerda Janssens",Dimitar Shterionov
fast align,Unknown,Unknown,Unknown,Unknown,Unknown,"Dimitar Shterionov, Jinhua Du, Marc Anthony Palminteri, Laura Casanellas, Tony Oâ€™Dowd, Andy Way",Dimitar Shterionov
Quering Performantly in Several Possible Worlds,Unknown,Unknown,Unknown,Unknown,Unknown,Dimitar Sht Shterionov,Dimitar Shterionov
Compacting Boolean Formulae for Inference in PLP,Unknown,Unknown,Unknown,Unknown,Unknown,"Theofrastos Mantadelis, Dimitar Shterionov, Gerda Janssens",Dimitar Shterionov
Automatic approximation for the verification of cryptographic protocols,23,Formal Aspects of Security,"Springer, Berlin, Heidelberg",Unknown,2002,"FrÃ©dÃ©ric Oehl, GÃ©rard CÃ©cÃ©, Olga Kouchnarenko, David Sinclair",David Sinclair
Using example-based reasoning for selective move generation in two player adversarial games,14,European Workshop on Advances in Case-Based Reasoning,"Springer, Berlin, Heidelberg",Unknown,1998,David Sinclair,David Sinclair
An object-oriented methodology from requirements to validation,14,Unknown,"Springer, London",Unknown,1996,"David Sinclair, Gary Clynch, Brian Stone",David Sinclair
Semantic analysis of field sports video using a petri-net of audio-visual concepts,13,Unknown,Oxford University Press,The Computer Journal,2009,"Liang Bai, Songyang Lao, Alan F Smeaton, Noel E O'Connor, David Sadlier, David Sinclair",David Sinclair
The Dual Brake Inertia Dynamometerâ€”A New Tool for Brake Testing,12,Unknown,"Society of Automotive Engineers, Inc.",SAE Transactions,1963,"David Sinclair, WF Gulick",David Sinclair
Empowerment and embodiment for collaborative mixed reality systems,8,Unknown,Unknown,Computer Animation and Virtual Worlds,2018,"Ye Pan, David Sinclair, Kenny Mitchell",David Sinclair
Implementing protocol verification for E-commerce,8,Unknown,Unknown,Unknown,2001,"Benjamin Aziz, David Gray, Geoff Hamilton, Frederic Oehl, James F Power, David Sinclair",David Sinclair
Using an object-oriented methodology to bring a hybrid system from initial concept to formal definition,8,International Workshop on Hybrid and Real-Time Systems,"Springer, Berlin, Heidelberg",Unknown,1997,David Sinclair,David Sinclair
Combining two approaches for the verification of cryptographic protocols,7,"Workshop Specification, Analysis and Validation for Emerging Technologies in Computational Logic (SAVE 2001)",Unknown,Unknown,2001,"Frederic Oehl, David Sinclair",David Sinclair
Combining Isabelle and Timbuk for Cryptographic Protocol Verification,6,Unknown,Unknown,Proceedings Workshop on SecuritÃ© de la Communication sur Internet (SECI 2002),2002,"FrÃ©dÃ©ric Oehl, David Sinclair",David Sinclair
The GST load balancing algorithm for parallel and distributed systems,6,Unknown,Elsevier,International journal of approximate reasoning,1998,David Sinclair,David Sinclair
Modelling and verification of cyber-physical system,4,Unknown,20th European Meeting on Cybernetics and System Research,Unknown,2010,"Michal Pluska, David Sinclair",David Sinclair
The Role of Software Engineering in Future Automotive Systems Development,3,Unknown,SAE International,SAE International Journal of Passenger Cars-Electronic and Electrical Systems,2009,"SiobhÃ¡n Clarke, Brian Fitzgerald, Paddy Nixon, Klaus Pohl, Kevin Ryan, David Sinclair, Steffen Thiel",David Sinclair
Mediating between heterogeneous ontologies using schema matching techniques,3,"IRI-2005 IEEE International Conference on Information Reuse and Integration, Conf, 2005.",IEEE,Unknown,2005,"Oliver Lyttleton, David Sinclair, David Tracey",David Sinclair
Combining two approaches for the formal verification of cryptographic protocols,3,Unknown,Unknown,"Proceedings of ICLP Workshop on Specification, Analysis and Validation for Emerging technologies in computational logic",2001,"F Oehl, D Sinclair",David Sinclair
Specifying and verifying TCP/IP using Mixed Intuitionistic Linear Logic,3,Unknown,"Technical report, Dublin City Univ",Unknown,2001,"David Gray, Geoff Hamilton, James Power, David Sinclair",David Sinclair
Specifying and Verifying IP with Linear Logic,3,Unknown,Unknown,Unknown,2000,"David Sinclair, James F Power, Paul Gibson, David Gray, Geoff Hamilton",David Sinclair
Integrated System Design with an Object-Oriented Methodology,3,Unknown,"Springer, Boston, MA",Unknown,1996,"EP Mariatos, AN Birbas, MK Birbas, I Karathanasis, M Jadoul, K Verschaeve, J-L Roux, D Sinclair",David Sinclair
A Formal Model of Forth Control Words in the Pi-Calculus,2,Unknown,Unknown,Journal of Universal Computer Science,2004,"James F Power, David Sinclair",David Sinclair
A formal approach to HW/SW co-design: the INSYDE project,2,Proceedings IEEE Symposium and Workshop on Engineering of Computer-Based Systems,IEEE,Unknown,1996,"D Sinclair, Ludo Cuypers, Kurt Verschaeve, Eckhardt Holz, A Birbas, V Mariatos, N Kyrloglou, JL Roux",David Sinclair
Validation of hybrid systems by co-simulation,2,International Hybrid Systems Workshop,"Springer, Berlin, Heidelberg",Unknown,1995,"David Sinclair, Eckhardt Holz, Dorota Witaszek, Maciej Wasowski",David Sinclair
Dual sensor filtering for robust tracking of head-mounted displays,1,Unknown,Unknown,Unknown,2014,"Nicholas T Swafford, Bastiaan J Boom, Kartic Subr, David Sinclair, Darren Cosker, Kenny Mitchell",David Sinclair
Specifying and verifying communications protocols using mixed intuitionistic linear logic,1,Unknown,Elsevier,Electronic Notes in Theoretical Computer Science,2005,"David Sinclair, James Power",David Sinclair
Four logics and a protocol,1,Unknown,Unknown,Unknown,1999,"David Gray, Geoff Hamilton, David Sinclair, Paul Gibson, James F Power",David Sinclair
Visualisation and navigation of transmedia content data,Unknown,Unknown,Unknown,Unknown,2019,Unknown,David Sinclair
"Mitchell, K.(2014) Dual sensor filtering for robust tracking of head-mounted displays. In: 20th ACM Symposium on Virtual Reality Software and Technology, VRST 2014, 2014-11-11-2014",Unknown,Unknown,Unknown,Unknown,2014,"NT Swafford, BJ Boom, K Subr, D Sinclair, D Cosker",David Sinclair
Security design patterns in the MASTER workbench,Unknown,Unknown,"Springer, Cham",Unknown,2014,"Paul J Kearney, David A Sinclair, Sebastian Wagner",David Sinclair
The design methodology for the verification of hybrid dynamical systems,Unknown,2011 IEEE 10th International Conference on Cybernetic Intelligent Systems (CIS),IEEE,Unknown,2011,"Michal Pluska, David Sinclair",David Sinclair
The design methodology for hybrid system verification,Unknown,2010 IEEE 9th International Conference on Cyberntic Intelligent Systems,IEEE,Unknown,2010,"Michal Pluska, David Sinclair",David Sinclair
Hybrid systems controller design methodology,Unknown,Unknown,Unknown,Unknown,2010,"Michal Pluska, David Sinclair",David Sinclair
Weakest Preconditions for Applied\pi-Calculus,Unknown,2007 International Multi-Conference on Computing in the Global Information Technology (ICCGI'07),IEEE,Unknown,2007,"Decai Jiao, David Sinclair",David Sinclair
WP4PI: a proof system based on the weakest preconditions for the applied Ï€-calculus,Unknown,Unknown,IET Digital Library,Unknown,2007,"Decai Jiao, David Sinclair",David Sinclair
Analyzing CAS protocol using weakest precondition semantics for the applied Ï€-calculus,Unknown,Unknown,IET Digital Library,Unknown,2007,"Decai Jiao, David Sinclair",David Sinclair
A Weakest Precondition Calculus for Applied Ï€-Calculus,Unknown,Unknown,Unknown,Unknown,2005,"Jiao Decai, David Sinclair",David Sinclair
Synthesising attacks on cryptographic protocols,Unknown,International Symposium on Automated Technology for Verification and Analysis,"Springer, Berlin, Heidelberg",Unknown,2004,"David Sinclair, David Gray, Geoff Hamilton",David Sinclair
Automatic Approximation for the Verification of Cryptographic Protocols,Unknown,Unknown,Unknown,Unknown,2002,"FrÃ©dÃ©ric Oehlâ€”GÃ©rard CÃ©cÃ©â€”Olga Kouchnarenko, David Sinclair",David Sinclair
A Formal Model of Forth Control Words in the Pi-Calculus-and its animation in Pict,Unknown,Unknown,Unknown,Unknown,2001,"David Sinclair, James Power",David Sinclair
A Specification of TCP/IP using Mixed Intuitionistic Linear Logic,Unknown,Unknown,Unknown,Unknown,2001,"David Gray, Geoff Hamilton, James F Power, David Sinclair",David Sinclair
Specifying and Verifying TCP/IP with Linear Logic,Unknown,Unknown,Unknown,Unknown,1999,David Sinclair,David Sinclair
Load balancing in parallel and distributed systems,Unknown,Unknown,Unknown,Unknown,1993,David Sinclair,David Sinclair
Synthesis of 2 dimensional image filters by cellular automata,Unknown,Unknown,Unknown,Unknown,1991,David Sinclair,David Sinclair
THE AIRLINE CREW ROSTERING PROBLEM,Unknown,Unknown,Unknown,Unknown,Unknown,"TrÃ­ona NÃ­ Ã‰igeartaigh, David Sinclair",David Sinclair
Evaluation campaigns and TRECVid,1546,Proceedings of the 8th ACM international workshop on Multimedia information retrieval,ACM,Unknown,2006,"Alan F Smeaton, Paul Over, Wessel Kraaij",Alan Smeaton
"TRECVID 2013--An overview of the goals, tasks, data, evaluation mechanisms, and metrics",718,Unknown,Unknown,TRECVID Publications Home,2014,"Paul D Over, Jonathan G Fiscus, Gregory A Sanders, David M Joy, Martial Michel, George M Awad, Alan Smeaton, Wessel Kraaij, Georges QuÃ©not",Alan Smeaton
"TRECVid 2011 - An overview of the goals, tasks, data, evaluation mechanisms and metrics",718,The TRECVid Workshop,National Insititute of Standards and Technology,Unknown,2011,"Paul Over, George Awad, Jon Fiscus, Brian Antonishek, Martial Michel, Alan F Smeaton, Wessel Kraaij, Georges QuÃ©not",Alan Smeaton
On using Twitter to monitor political sentiment and predict election results,484,Unknown,Unknown,Proceedings of the Workshop on Sentiment Analysis where AI meets Psychology (SAAIP 2011),2011,"Adam Bermingham, Alan Smeaton",Alan Smeaton
Classifying sentiment in microblogs: is brevity an advantage?,460,Proceedings of the 19th ACM international conference on Information and knowledge management,ACM,Unknown,2010,"Adam Bermingham, Alan F Smeaton",Alan Smeaton
Lifelogging: Personal Big Data,425,Unknown,Now Publishers,Foundations and Trends in Information Retrieval,2014,"Cathal Gurrin, Alan F Smeaton, Aiden R Doherty",Alan Smeaton
Video shot boundary detection: Seven years of TRECVid activity,339,Unknown,Academic Press,Computer Vision and Image Understanding,2010,"Alan F Smeaton, Paul Over, Aiden R Doherty",Alan Smeaton
Using WordNet in a Knowledge-Based Approach to Information Retrieval,335,Unknown,Dublin City University,Technical Report,1995,"R Richardson, AF Smeaton",Alan Smeaton
Using WordNet as a knowledge base for measuring semantic similarity between words,330,Unknown,Unknown,"Proceedings of AICS Conference. Trinity College, Dublin",1994,"Ray Richardson, Alan F Smeaton, John Murphy",Alan Smeaton
"Challenges in information retrieval and language modeling: report of a workshop held at the center for intelligent information retrieval, University of Massachusetts Amherst â€¦",328,Unknown,ACM,ACM SIGIR Forum,2003,"James Allan, Jay Aslam, Nicholas Belkin, Chris Buckley, Jamie Callan, Bruce Croft, Sue Dumais, Norbert Fuhr, Donna Harman, David J Harper, Djoerd Hiemstra, Thomas Hofmann, Eduard Hovy, Wessel Kraaij, John Lafferty, Victor Lavrenko, David Lewis, Liz Liddy, R Manmatha, Andrew McCallum, Jay Ponte, John Prager, Dragomir Radev, Philip Resnik, Stephen Robertson, Roni Rosenfeld, Salim Roukos, Mark Sanderson, Rich Schwartz, Amit Singhal, Alan Smeaton, Howard Turtle, Ellen Voorhees, Ralph Weischedel, Jinxi Xu, ChengXiang Zhai",Alan Smeaton
Experiments on using semantic distances between words in image caption retrieval,280,Proceedings of the 19th annual international ACM SIGIR conference on Research and development in information retrieval,ACM,Unknown,1996,"Alan F Smeaton, Ian Quigley",Alan Smeaton
High level feature detection from video in TRECVid: a 5-year retrospective of achievements,242,"In Ajay Divakaran, editor, Multimedia Content Analysis, Theory and Applications",Unknown,Unknown,2008,"Alan F Smeaton, Paul Over, Wessel Kraaij",Alan Smeaton
Combining social network analysis and sentiment analysis to explore the potential for online radicalisation,213,2009 International Conference on Advances in Social Network Analysis and Mining,IEEE,Unknown,2009,"Adam Bermingham, Maura Conway, Lisa McInerney, Neil O'Hare, Alan F Smeaton",Alan Smeaton
Wearable cameras in health: the state of the art and future possibilities,207,Unknown,Elsevier,American Journal of Preventive Medicine,2013,"Aiden R Doherty, Steve E Hodges, Abby C King, Alan F Smeaton, Emma Berry, Chris JA Moulin, SiÃ¢n Lindley, Paul Kelly, Charlie Foster",Alan Smeaton
The retrieval effects of query expansion on a feedback document retrieval system,200,Unknown,Oxford University Press,The Computer Journal,1983,"Alan Francis Smeaton, Cornelis Joost van Rijsbergen",Alan Smeaton
TRECVID 2005-an overview,181,The TRECVid Workshop,NIST,Unknown,2005,"Paul Over, Tzveta Ianeva, Wessel Kraaij, Alan F Smeaton",Alan Smeaton
Automatically segmenting lifelog data into events,175,2008 Ninth International Workshop on Image Analysis for Multimedia Interactive Services,IEEE,Unknown,2008,"Aiden R Doherty, Alan F Smeaton",Alan Smeaton
Progress in the application of natural language processing to information retrieval tasks,175,Unknown,Oxford University Press,The Computer Journal,1992,Alan F Smeaton,Alan Smeaton
An analysis of the use of virtual delivery of undergraduate lectures,173,Unknown,Pergamon,Computers & Education,1999,"Alan F Smeaton, Gary Keogh",Alan Smeaton
Natural language processing and information retrieval,165,Proceedings of the European Summer School in Information Retrieval,Pergamon Press,Unknown,1995,Alan F Smeaton,Alan Smeaton
Information Retrieval and Hypertext,159,Unknown,"Kluwer Academic Publishers Norwell, MA, USA",Unknown,1996,"Maristella Agosti, Alan F Smeaton",Alan Smeaton
